order_id,items
125,"Pizza, Coke, Donut"
126,"Pasta, Salad"
127,"Sushi, Tea"
128,"IceCream, Pasta, Fries"
129,"IceCream, Soup, Nuggets"
130,"Burger, Pizza"
131,"Pasta, Salad, Soup"
132,"Sushi, Tea"
133,"Soup, Pasta"
134,"Pasta, Salad"
135,"Sushi, Tea"
136,"Coke, Sushi, Nuggets, Smoothie"
137,"Pizza, Sandwich"
138,"Fries, Taco, IceCream"
139,"Fries, Wrap, Tea"
140,"Taco, Wrap"
141,"IceCream, Soup"
142,Tea
143,"Taco, Sushi, Sandwich, Soup"
144,Sushi
145,"Burger, Fries, Coke, Pizza"
146,"Taco, Wrap"
147,"Fries, IceCream, Wrap"
148,Sushi
149,"Taco, Wrap"
150,"Donut, IceCream"
151,"Taco, Wrap"
152,"Pasta, Salad, Burger"
153,"Pizza, Coke"
154,"Taco, Wrap"
155,"IceCream, Salad"
156,"Pasta, Salad"
157,"Taco, Wrap"
158,"Pasta, Salad, Smoothie"
159,"IceCream, Salad, Nuggets, Tea"
160,"Burger, Fries, Coke"
161,"Sushi, Tea, Wrap"
162,"Burger, Salad"
163,"Pasta, Nuggets, Soup, Wrap"
164,"Pizza, Coke"
165,"Pizza, Coke"
166,"Taco, Salad"
167,"Salad, Taco"
168,"Taco, Wrap, Nuggets"
169,"Pizza, Taco"
170,"Pasta, Salad"
171,"Taco, Wrap"
172,"Pizza, Coke"
173,"Pasta, Salad"
174,Wrap
175,"IceCream, Donut"
176,"Pasta, Salad, Soup"
177,"Pizza, Coke"
178,"Sushi, Burger, Salad, Fries"
179,"IceCream, Donut"
180,"Fries, Burger, Sushi, Smoothie"
181,"Pasta, Salad, Burger"
182,"Taco, Wrap, Coke"
183,"Pizza, Coke"
184,"Pizza, Coke, Sandwich"
185,IceCream
186,"IceCream, Donut, Burger"
187,"IceCream, Donut"
188,"Burger, Sandwich, Taco"
189,"Nuggets, Smoothie, Sandwich"
190,"Taco, Wrap, Smoothie"
191,"Sushi, Tea"
192,"IceCream, Donut, Wrap"
193,"Pizza, Coke"
194,Pasta
195,"Soup, Sushi"
196,"Pizza, Coke, Fries"
197,"Smoothie, Salad, Coke"
198,"Pizza, Coke"
199,"IceCream, Donut"
200,"Fries, Smoothie, Salad"
201,"Burger, Fries, Coke"
202,"Pizza, Coke"
203,"Pizza, Coke"
204,"Donut, Coke"
205,"Sushi, Tea"
206,"Coke, Salad"
207,"IceCream, Donut"
208,"Taco, Wrap, Soup"
209,"Pizza, Coke"
210,"Soup, Burger, Donut, IceCream"
211,"Pizza, Coke"
212,"Smoothie, Donut"
213,"Pasta, Salad"
214,"Sushi, Tea"
215,"Taco, Wrap"
216,"Sushi, IceCream, Pasta, Fries"
217,"Sushi, Tea, Burger"
218,Wrap
219,"IceCream, Donut"
220,"Wrap, Smoothie"
221,Salad
222,"Pasta, Salad"
223,"Sandwich, Donut"
224,"Donut, Pizza, Pasta"
225,"Pasta, Salad, Wrap"
226,"Pizza, Coke"
227,Pizza
228,"Burger, Fries, Coke"
229,"IceCream, Donut"
230,"Fries, Tea"
231,"IceCream, Donut"
232,Coke
233,"IceCream, Donut, Nuggets"
234,"Burger, Fries, Coke, Burger"
235,"Burger, Sushi"
236,"Taco, Wrap"
237,"Pizza, Coke"
238,"Pizza, Coke"
239,"Sushi, Tea"
240,"Sushi, Tea"
241,"Pizza, Sushi"
242,"Pizza, Sandwich"
243,"IceCream, Donut"
244,"Sushi, Tea"
245,"Sushi, Tea"
246,"IceCream, Donut"
247,Wrap
248,"Taco, Wrap, IceCream"
249,"Sushi, Tea"
250,"Pizza, Coke"
251,"IceCream, Nuggets, Burger"
252,"Sushi, Tea"
253,"Pasta, Salad"
254,"Taco, Wrap, Soup"
255,"Pizza, Coke"
256,"Pasta, Salad, Nuggets"
257,"Burger, Fries, Coke, Sushi"
258,"Burger, Fries, Coke"
259,"Burger, Fries, Coke, Donut"
260,"IceCream, Wrap"
261,"Tea, Soup"
262,"Pasta, Salad, Pizza"
263,"Sushi, Tea, Tea"
264,"Pasta, Salad"
265,"Burger, Fries, Coke"
266,"Taco, Wrap, Nuggets"
267,Pasta
268,"Wrap, Pasta"
269,"Burger, Fries, Coke, Fries"
270,"Coke, Wrap"
271,"Pasta, Salad"
272,Fries
273,Sushi
274,"Burger, Fries, Coke, Salad"
275,"Taco, Wrap"
276,"IceCream, Donut"
277,"Sushi, Tea"
278,"Burger, Fries, Coke, Smoothie"
279,"Pizza, Coke, Wrap"
280,"Taco, Wrap, Sushi"
281,"Pasta, Salad"
282,"Taco, Wrap"
283,"Sushi, Tea"
284,"Pizza, Coke"
285,"IceCream, Donut"
286,"Soup, Nuggets"
287,"Sandwich, Nuggets, IceCream"
288,"Taco, Wrap, Pasta"
289,Soup
290,"Coke, Wrap"
291,Tea
292,"Burger, Fries, Coke"
293,"Salad, Sushi"
294,"Pasta, Salad"
295,"Sushi, Tea"
296,"Pasta, Salad, Coke"
297,"Pasta, Salad"
298,Nuggets
299,"Pasta, Salad, Sandwich"
300,"Pasta, Salad"
301,"Sushi, Tea"
302,"Sushi, Tea, Salad"
303,"Sushi, Tea"
304,"Pizza, Coke"
305,"IceCream, Donut"
306,"Soup, Tea, Pizza, Taco"
307,"Smoothie, Soup, Taco"
308,"IceCream, Donut"
309,"Sushi, Tea"
310,"IceCream, Sushi, Nuggets, Fries"
311,"Burger, Fries, Coke"
312,"Pizza, Coke"
313,"Pizza, Coke"
314,Wrap
315,"Pizza, Fries"
316,"IceCream, Donut"
317,"Pizza, Coke, Smoothie"
318,"Soup, IceCream"
319,Fries
320,"Pizza, Coke, Smoothie"
321,"Burger, Coke"
322,"Sushi, Tea"
323,"Nuggets, Burger, Sandwich, Tea"
324,"Soup, Donut, Burger"
325,"Burger, Fries, Coke, Coke"
326,"Burger, Fries, Coke"
327,"Sushi, Tea"
328,"Sushi, Tea, Pasta"
329,"Pasta, Sushi"
330,"IceCream, Donut"
331,"IceCream, Donut"
332,"IceCream, Donut, Sandwich"
333,"Burger, Fries, Coke"
334,"IceCream, Donut"
335,"IceCream, Wrap, Pizza"
336,"Sushi, Tea"
337,"Sushi, Fries, Salad"
338,"IceCream, Sushi"
339,"Burger, Fries, Coke"
340,Burger
341,"Sushi, Tea, Sushi"
342,"Burger, Fries, Coke"
343,"Taco, Wrap, Pizza"
344,"Pasta, Salad, Fries"
345,"Soup, Pasta"
346,"IceCream, Donut"
347,"Wrap, Nuggets, Sandwich, Coke"
348,Wrap
349,"Taco, Wrap, Wrap"
350,Donut
351,"Sushi, Tea"
352,"Tea, Wrap, IceCream, Pizza"
353,"Fries, Smoothie"
354,"Burger, Fries, Coke, Sushi"
355,"IceCream, Donut, Smoothie"
356,"Pizza, Tea"
357,"Sushi, Tea"
358,Fries
359,"Sushi, Tea"
360,"Taco, Wrap, Smoothie"
361,"Pizza, Coke"
362,"Sushi, Tea, Sandwich"
363,"Pizza, Coke"
364,"Burger, Fries, Coke"
365,"IceCream, Donut"
366,"Nuggets, Smoothie, Tea, Burger"
367,"Pizza, Coke"
368,"Salad, Soup"
369,"Taco, Wrap"
370,Nuggets
371,"Sushi, Tea"
372,"Pizza, Coke"
373,"Wrap, Taco"
374,"Taco, Wrap"
375,"Pasta, Sandwich"
376,"IceCream, Fries"
377,"Taco, Wrap"
378,"Burger, Sushi, Pizza"
379,"Salad, Sushi, Burger"
380,"Pasta, Salad"
381,"Pizza, Coke, Wrap"
382,"Taco, Wrap"
383,"IceCream, Donut"
384,"Smoothie, Soup"
385,"IceCream, Donut"
386,"Donut, Fries, Smoothie, Soup"
387,"Nuggets, IceCream"
388,"Sushi, Tea"
389,"Pizza, Coke"
390,"IceCream, Donut"
391,"Nuggets, Sushi"
392,"Sushi, Tea"
393,"Nuggets, Pizza, Smoothie"
394,"Sushi, Tea"
395,"Taco, Wrap"
396,Taco
397,"IceCream, Donut, Salad"
398,"Pizza, Coke"
399,"Pizza, Coke"
400,"Coke, Donut"
401,"Pasta, IceCream"
402,"Pasta, Salad"
403,"Sushi, Pizza, Coke"
404,"Coke, Sushi"
405,"Pasta, Salad"
406,Burger
407,"Soup, Wrap"
408,"Burger, Pasta"
409,"IceCream, Donut"
410,"Burger, Fries, Coke, Coke"
411,"Sushi, Tea"
412,"Sushi, Tea"
413,"Sushi, Tea"
414,"Pasta, Wrap, Burger, Tea"
415,"Fries, Pizza, IceCream"
416,"Pasta, Salad"
417,"IceCream, Donut"
418,"Pasta, Salad"
419,"Sushi, Tea"
420,"Burger, Fries, Coke"
421,"Burger, Fries, Coke"
422,Wrap
423,"Pizza, Coke, Sushi"
424,"Pizza, Donut, Taco, Sandwich"
425,"Salad, Wrap"
426,"Pizza, Coke"
427,Donut
428,"Salad, Smoothie"
429,Pizza
430,"Taco, Wrap"
431,"Burger, Fries, Coke, Fries"
432,"Tea, Soup, Sushi, Burger"
433,Sandwich
434,"Taco, Wrap, Salad"
435,"IceCream, Donut, IceCream"
436,"Burger, Fries, Coke, IceCream"
437,Tea
438,"Pasta, Salad, Coke"
439,"Sushi, Tea"
440,"IceCream, Donut, Pasta"
441,"Sandwich, Donut, Pasta"
442,"IceCream, Donut"
443,"Burger, Fries, Coke"
444,"Fries, Wrap"
445,"Pizza, Tea"
446,"Sushi, Tea"
447,Pasta
448,"Pizza, Coke"
449,"Sushi, Tea"
450,"Taco, Wrap"
451,"IceCream, Donut"
452,Donut
453,"Sushi, Tea"
454,Smoothie
455,"Pizza, Coke"
456,"IceCream, Donut, Fries"
457,"Sushi, Tea"
458,"Pizza, Coke, Tea"
459,"Smoothie, Wrap"
460,"IceCream, Donut"
461,Fries
462,"Salad, Nuggets, Pasta, Sandwich"
463,"Sushi, Tea"
464,"Sushi, Tea"
465,Pizza
466,"IceCream, Donut"
467,"Taco, Wrap"
468,"Burger, Fries, Coke"
469,"Pasta, Salad"
470,"Pasta, Salad"
471,Smoothie
472,"Pizza, Coke"
473,"Burger, Fries, Coke, Wrap"
474,"Pizza, Coke"
475,"Burger, Wrap"
476,"Burger, Fries, Coke"
477,"Sushi, Tea"
478,"Fries, Taco, Donut"
479,"Burger, Fries, Coke, Pasta"
480,"Sushi, Tea"
481,"Pasta, Salad"
482,"Sushi, Tea"
483,"Burger, Fries, Coke"
484,"Taco, Wrap"
485,"IceCream, Wrap"
486,"Sushi, Tea"
487,Soup
488,"Pizza, Coke"
489,"Pizza, Coke, Burger"
490,"Taco, Wrap"
491,"Salad, Fries"
492,"Pizza, Coke, Sandwich"
493,"Sushi, Tea, Smoothie"
494,Pasta
495,"Pasta, Salad"
496,"Nuggets, IceCream, Pasta"
497,"Burger, Fries, Coke, Burger"
498,"Taco, Wrap"
499,"Pasta, Salad"
500,"Pasta, Salad"
501,"Pasta, Salad"
502,IceCream
503,"Salad, Smoothie"
504,Fries
505,"Sushi, Tea"
506,"IceCream, Donut, Soup"
507,Taco
508,"Burger, Fries, Coke"
509,"Pizza, Coke"
510,"IceCream, Donut"
511,Burger
512,Taco
513,"IceCream, Donut"
514,"Burger, Fries, Coke"
515,"Pizza, Coke, Soup"
516,Donut
517,Tea
518,"Sushi, Tea"
519,Sushi
520,"IceCream, Donut"
521,"Taco, Wrap"
522,"Burger, Fries, Coke"
523,"Sushi, Tea"
524,"Taco, Sandwich, Pizza"
525,"Pasta, Salad"
526,"Pizza, Fries, Wrap"
527,"Burger, Fries, Coke"
528,Pasta
529,"Pasta, Salad, IceCream"
530,"Burger, Fries, Coke"
531,"Pasta, Salad"
532,Wrap
533,"Soup, Coke, Pizza"
534,"Pizza, Coke, Pasta"
535,"Pasta, Salad"
536,"Taco, Wrap"
537,"IceCream, Pasta"
538,"Coke, Nuggets, Pasta"
539,"IceCream, Donut"
540,"Burger, Fries, Coke, Pizza"
541,"IceCream, Donut"
542,"Burger, Fries, Coke, IceCream"
543,"Sushi, Tea"
544,"Sushi, Tea"
545,"Sandwich, Burger, IceCream, Fries"
546,"Fries, Smoothie"
547,"Pasta, Salad"
548,"Coke, Tea, Donut, Sandwich"
549,"Sushi, Tea, Burger"
550,"Fries, Taco"
551,"Sushi, Salad"
552,"Pasta, Salad"
553,"Pasta, Salad, Taco"
554,Fries
555,"IceCream, Donut, Pasta"
556,"Pizza, Coke"
557,"Pasta, Salad, Tea"
558,"Coke, Taco, Pasta"
559,"Burger, Fries, Coke"
560,"Pasta, Salad, Pasta"
561,"Taco, Wrap, Fries"
562,"Burger, Fries, Coke"
563,"Soup, Taco"
564,"Burger, Fries, Coke, Salad"
565,"Fries, Sushi"
566,"Pizza, Coke, Sandwich"
567,"Donut, Fries"
568,"Sushi, Tea"
569,"Pizza, Wrap, Sushi"
570,"Pizza, Fries"
571,"Sushi, Tea, Sandwich"
572,"Sushi, Tea, Burger"
573,"Nuggets, Tea, Burger"
574,"Taco, Wrap"
575,"Pasta, Salad, Soup"
576,"Taco, Wrap, IceCream"
577,"Sushi, Tea"
578,"Sushi, Soup, Smoothie"
579,"Burger, Fries, Coke"
580,"Burger, Fries, Coke"
581,"Pizza, Coke, IceCream"
582,"Sushi, Tea"
583,"Sushi, Tea"
584,"Taco, Wrap"
585,"Pizza, IceCream"
586,"Sushi, Tea"
587,"IceCream, Soup, Donut"
588,"Tea, Sandwich"
589,"Burger, Fries, Coke"
590,"Burger, Fries, Coke, Salad"
591,"Salad, Fries, Wrap"
592,"Donut, IceCream, Coke"
593,"IceCream, Donut, Sandwich"
594,"Pasta, Salad"
595,"Taco, Wrap"
596,"Burger, Fries, Coke"
597,"Pizza, Fries, Pasta, IceCream"
598,"Taco, Wrap"
599,"Tea, Smoothie, Coke"
600,"Pizza, Coke"
601,"Pasta, Wrap"
602,"Salad, Sandwich"
603,"Tea, Sushi"
604,"Pizza, Coke, Tea"
605,"Sushi, Tea"
606,IceCream
607,"Sandwich, Pizza"
608,Sandwich
609,"Fries, Nuggets, Pasta, Sandwich"
610,"Burger, Fries, Coke"
611,"Burger, Fries, Coke"
612,"IceCream, Sandwich, Burger"
613,"IceCream, Donut"
614,Soup
615,"Pizza, Coke"
616,"IceCream, Donut"
617,"Pizza, Coke"
618,"Taco, Wrap, Wrap"
619,"Burger, Fries, Coke"
620,"Burger, Fries, Coke, Coke"
621,IceCream
622,"Salad, Sushi"
623,"Soup, Pasta"
624,"Pasta, Salad"
625,Nuggets
626,"Sushi, Tea"
627,"Pizza, Coke"
628,"IceCream, Donut"
629,"IceCream, Donut"
630,"Wrap, Nuggets, Sushi"
631,"IceCream, Donut"
632,"Pizza, Coke"
633,"Sushi, Tea"
634,"Coke, Sushi"
635,"Burger, Fries, Coke"
636,"Burger, Fries, Coke, Smoothie"
637,"Sushi, Tea, Smoothie, Nuggets"
638,"Sushi, Tea"
639,"Sushi, Tea"
640,"Smoothie, Pizza"
641,"Pizza, Coke"
642,"Taco, Wrap"
643,"Pizza, Nuggets, Donut, Coke"
644,"Pizza, Coke"
645,"Taco, Wrap"
646,"Sushi, Tea, Sandwich"
647,Tea
648,"Sushi, Coke"
649,"IceCream, Donut"
650,"IceCream, Pasta, Soup"
651,"Pizza, Coke"
652,"Sushi, Tea"
653,"Pasta, Salad"
654,"Taco, Wrap"
655,"Burger, Fries, Coke"
656,Taco
657,Nuggets
658,"Burger, Fries, Coke"
659,"Sandwich, Coke, Fries, Donut"
660,"Donut, Salad"
661,"Taco, Wrap, Pizza"
662,"Nuggets, Sushi"
663,"Donut, Smoothie, Nuggets"
664,"Pasta, Salad"
665,Pasta
666,"Donut, Taco"
667,"Pizza, Coke, Pasta"
668,"IceCream, Donut, Smoothie"
669,"Taco, Wrap"
670,"IceCream, Donut"
671,"Sushi, Tea"
672,"Pasta, Salad"
673,"Salad, Smoothie, Pasta"
674,"Burger, Fries, Coke"
675,"Burger, Fries, Coke"
676,"Salad, Fries, Wrap, Soup"
677,"Sushi, Tea, Salad"
678,"Pasta, Salad"
679,Sandwich
680,Donut
681,"Taco, Wrap"
682,"IceCream, Donut"
683,Wrap
684,"IceCream, Coke, Wrap, Pizza"
685,"Pizza, Coke"
686,"IceCream, Donut"
687,"Taco, Wrap, Taco"
688,"Donut, Pizza"
689,"Pasta, Salad"
690,"Taco, Wrap, Pasta"
691,"Pizza, Coke"
692,"Taco, Burger"
693,"Pizza, Coke"
694,"Pasta, Salad"
695,"Fries, Tea"
696,"IceCream, Donut"
697,"Pizza, Coke"
698,"IceCream, Donut"
699,"Taco, Wrap, Pasta"
700,"Pasta, Salad"
701,"Burger, Fries, Coke, Coke"
702,Sushi
703,"Burger, Fries, Coke, IceCream"
704,"Pizza, Coke"
705,"Pizza, Coke, Pasta"
706,"Sushi, Tea"
707,"Sushi, Soup, Nuggets, Burger"
708,"IceCream, Donut"
709,"Sushi, Tea"
710,"Smoothie, Coke"
711,"Fries, Nuggets"
712,"Donut, IceCream, Sandwich"
713,"Pizza, Donut, Taco"
714,"Nuggets, Fries"
715,"Burger, Fries, Coke"
716,"Pizza, Coke"
717,"Sushi, Tea, Sushi"
718,"IceCream, Donut, Salad"
719,"Fries, Wrap, Coke"
720,Smoothie
721,"Taco, Wrap"
722,"Pasta, Taco, Sushi"
723,"Soup, Taco"
724,"Pasta, Salad"
725,"IceCream, Donut"
726,"IceCream, Donut"
727,Pasta
728,"Pasta, Salad"
729,"Salad, Wrap"
730,"Burger, Fries, Coke"
731,"Pizza, Coke"
732,"Sushi, Tea"
733,"Pasta, Salad, Coke"
734,"Sushi, Tea"
735,"Taco, Wrap"
736,Smoothie
737,"Taco, Wrap, Tea"
738,"IceCream, Sushi"
739,Sushi
740,"Burger, Fries, Coke"
741,"Pasta, Salad"
742,"Taco, Wrap, Sandwich"
743,"Taco, Wrap"
744,"Sandwich, Smoothie"
745,"Sushi, Tea"
746,"Taco, Pizza, Coke, Sushi"
747,Soup
748,"Pasta, Salad, IceCream"
749,Pizza
750,"Burger, Taco"
751,"Pasta, Salad"
752,"Sushi, Tea"
753,"Pizza, Nuggets"
754,"Sushi, Tea, Soup"
755,"Sushi, Tea"
756,Wrap
757,"Burger, Fries, Coke"
758,"IceCream, Donut"
759,Sandwich
760,"Burger, Fries, Coke, Pasta"
761,"Pasta, Salad"
762,"Pasta, Nuggets"
763,Soup
764,"IceCream, Donut"
765,Salad
766,"Nuggets, Wrap, Taco"
767,"IceCream, Donut, Nuggets"
768,"Taco, Wrap, Pizza"
769,"Taco, Wrap"
770,"Burger, Fries, Coke, Smoothie"
771,"Tea, Taco, Fries"
772,Wrap
773,"Taco, Wrap"
774,"Tea, Donut"
775,"Taco, Sushi, Sandwich"
776,"Burger, Fries, Coke, Sandwich"
777,"Taco, Wrap, Tea"
778,"Salad, IceCream, Sushi"
779,"Taco, Wrap"
780,Donut
781,"IceCream, Donut"
782,"Pizza, Coke"
783,"Sushi, Tea"
784,"Pasta, Salad"
785,Fries
786,"Soup, Donut"
787,Pasta
788,"Pasta, Salad"
789,"IceCream, Donut, Smoothie"
790,"Burger, Fries, Coke"
791,"Pasta, Salad, IceCream"
792,"Pizza, Coke, Sandwich"
793,"Taco, Wrap"
794,"Taco, Wrap"
795,"Pizza, Wrap"
796,IceCream
797,"Donut, Coke"
798,"Taco, Wrap"
799,"Pasta, Salad, Soup"
800,"Pasta, Sandwich"
801,Pizza
802,"Burger, Fries, Coke"
803,"Taco, Wrap"
804,"Sushi, Tea, Smoothie"
805,Burger
806,"Sushi, Tea"
807,"Pasta, Salad"
808,"Pasta, Salad"
809,"Taco, Wrap, Fries"
810,"Nuggets, IceCream, Soup"
811,"Donut, Fries"
812,"Burger, Fries, Coke"
813,"Burger, Fries, Coke, Soup"
814,"Burger, Fries, Coke"
815,"Sushi, Tea"
816,"Taco, Wrap"
817,"IceCream, Donut"
818,"IceCream, Donut"
819,"Sushi, Tea"
820,"IceCream, Nuggets"
821,"Pizza, Coke"
822,"Pizza, Coke, Soup"
823,"IceCream, Donut"
824,Fries
825,"Burger, Fries, Coke"
826,"Pizza, Coke"
827,"Taco, Wrap"
828,Wrap
829,"Wrap, Sandwich, Smoothie, Nuggets"
830,"IceCream, Donut, Sushi"
831,"Coke, Donut, Pasta, Sandwich"
832,"Sushi, Smoothie"
833,"Pasta, Salad"
834,"IceCream, Donut"
835,"Salad, Smoothie, Sandwich"
836,Soup
837,"Burger, Fries, Coke"
838,"Burger, Fries, Coke"
839,"Taco, Wrap"
840,"IceCream, Donut"
841,"Pizza, Coke"
842,"Pasta, Salad"
843,"Pasta, Salad"
844,"Taco, Wrap"
845,"Burger, Fries, Coke"
846,"Sushi, Tea"
847,"Sushi, Tea"
848,"Sushi, Tea"
849,"Sandwich, Pizza"
850,"IceCream, Donut, Smoothie"
851,"Taco, Smoothie"
852,"Salad, Donut, Burger"
853,"Pasta, Salad, Donut"
854,"Salad, Pasta, Soup"
855,"Burger, Fries, Coke"
856,"Taco, Wrap, Pasta"
857,"Pasta, Salad"
858,"IceCream, Donut"
859,"Burger, Fries, Coke"
860,"Donut, Taco, Salad"
861,"Pizza, Coke"
862,"Taco, Wrap"
863,"Sushi, Tea"
864,"Taco, Pizza, Donut"
865,Soup
866,"Sandwich, Wrap"
867,Pizza
868,"IceCream, Donut"
869,"Pasta, Salad"
870,"Taco, Wrap"
871,"Burger, Fries, Coke"
872,"Pizza, Coke"
873,"Tea, Burger, Wrap, Smoothie"
874,"Tea, Nuggets"
875,"Pizza, Coke, Fries"
876,"IceCream, Donut, Coke"
877,"IceCream, Donut"
878,"Burger, Fries, Coke, Fries"
879,IceCream
880,"Nuggets, Pizza, Pasta"
881,"Pasta, Salad"
882,"Taco, Wrap"
883,"Sushi, Nuggets"
884,"Pasta, Salad"
885,"Burger, Wrap"
886,"Donut, Salad"
887,"Salad, Taco, Donut"
888,"Donut, Sandwich, Burger, Taco"
889,"Taco, Wrap"
890,"Burger, Nuggets, Pizza"
891,"Burger, Fries, Coke, Pasta"
892,Pizza
893,"IceCream, Donut"
894,"IceCream, Burger, Salad"
895,"Pizza, Coke"
896,"Coke, Pasta, Fries"
897,"Taco, Sushi"
898,"Sushi, Burger, Pasta, Taco"
899,"Sushi, Tea"
900,"Wrap, Taco"
901,"IceCream, Donut"
902,"Burger, Fries, Coke"
903,"Sushi, Tea"
904,"Sushi, Tea"
905,"IceCream, Donut"
906,"Salad, Tea"
907,"Coke, Pizza, Nuggets, Salad"
908,"Pasta, Salad"
909,"Pasta, Taco"
910,"Pasta, IceCream, Tea"
911,"Taco, Wrap"
912,IceCream
913,"Donut, Sushi"
914,"Pasta, Salad"
915,"Taco, Wrap"
916,"Burger, Fries, Coke"
917,"Burger, Fries, Coke"
918,"IceCream, Donut"
919,"Burger, Fries, Coke, Taco"
920,"Tea, Wrap, Burger"
921,"Taco, Wrap, Taco"
922,"Pasta, Salad"
923,"Taco, Wrap"
924,"Pizza, Coke"
925,"Salad, Smoothie, Burger"
926,"Sushi, Tea, Wrap"
927,Sandwich
928,"Coke, Donut, Pasta"
929,Wrap
930,"Burger, Fries, Coke"
931,"Burger, Pizza"
932,"Sushi, Tea"
933,"Donut, Burger"
934,"Taco, Sandwich"
935,"Burger, Fries, Coke"
936,"Burger, Fries, Coke"
937,Pizza
938,"Pasta, Salad"
939,"Taco, Donut, Fries, Smoothie"
940,"IceCream, Tea"
941,"Pizza, Coke, Pizza"
942,Burger
943,"Pasta, Salad, Tea"
944,"Taco, Wrap"
945,"Donut, Smoothie, Soup"
946,"Salad, Donut"
947,"Sushi, Tea"
948,"Taco, Wrap, Taco"
949,"IceCream, Donut"
950,"Pasta, Salad"
951,"IceCream, Donut"
952,"IceCream, Nuggets"
953,"Pasta, Salad"
954,Pasta
955,"Pizza, Coke, Tea"
956,"Taco, Wrap"
957,"Smoothie, Sushi"
958,"Nuggets, Taco"
959,"Taco, Wrap, Fries"
960,"Sushi, Tea"
961,"Pizza, IceCream, Burger"
962,"Pizza, Coke, Taco"
963,Sandwich
964,"Taco, Wrap"
965,"Sushi, Tea"
966,"Taco, Tea"
967,"IceCream, Taco, Coke"
968,"Taco, Nuggets"
969,"Pizza, Smoothie"
970,"Pizza, Coke"
971,"Sushi, Taco"
972,Pizza
973,"Salad, Pasta"
974,"Pasta, Salad"
975,"Sushi, Tea"
976,"Tea, Smoothie"
977,"IceCream, Salad"
978,Donut
