order_hour,Restaurant ID,Items in order,env_temp,env_rhum,env_precip,env_wspd,env_condition
2024-09-01 21:00:00,7,"1 x Grilled Chicken Peri Peri Tender | 1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Angara Tender | 1 x Murgh Amritsari Garlic Bread, 1 x All About Chicken Pizza | 1 x Garlic Aioli, 1 x Murgh Amritsari Seekh Melt | 1 x Just Pepperoni Pizza | 1 x Chilli Cheese Garlic Bread | 1 x Herbed Potato, 1 x Cheesy Garlic Bread, 1 x Bageecha Pizza | 1 x Bageecha Pizza, 1 x Peri Peri Paneer Pizza | 1 x Bageecha Pizza | 1 x Bone in Jamaican Grilled Chicken | 1 x All About Chicken Pizza | 1 x Murgh Amritsari Seekh Pide, 1 x Masala Potato Pide | 1 x Bageecha Pizza | 1 x Peri Peri Paneer Pizza | 1 x Just Pepperoni Pizza, 1 x Chilli Cheese Garlic Bread | 1 x Mutton Seekh Pide | 1 x Herbed Potato, 1 x Peri Peri Paneer Pizza | 1 x Herbed Potato, 1 x Tripple Cheese Pizza",29.6,85.0,0.0,0.0,Rainy
2024-09-01 22:00:00,7,"1 x Bone in Jamaican Grilled Chicken | 1 x Bone in Jamaican Grilled Chicken | 1 x Just Pepperoni Pizza | 1 x Peri Peri Grilled Chicken Pizza | 1 x Bageecha Pizza, 1 x Murgh Amritsari Garlic Bread | 1 x Jamaican Chicken Melt | 1 x Fried Chicken Peri Peri Tender | 1 x Mushroom Pizza, 1 x Peri Peri Fries | 1 x Chilli Cheese Garlic Bread, 1 x Bageecha Pizza",28.0,89.0,0.0,1.8,Rainy
2024-09-01 23:00:00,5,"1 x Bone in Smoky Bbq Grilled Chicken | 1 x Peri Peri Paneer Pizza | 1 x Garlic Aioli, 1 x Peri Peri Fries, 1 x Masala Paneer Pide | 1 x Indian Masala Fries, 1 x Iced Green Tea - Mojito | 1 x Bageecha Pizza | 1 x Desi Pepperoni Pizza, 1 x Malai Gud Pide | 1 x Just Pepperoni Pizza | 1 x Peri Peri Paneer Pizza | 1 x Bellpepper Onion Pizza",27.8,90.0,0.0,3.7,Rainy
2024-09-02 00:00:00,1,1 x Bone in Jamaican Grilled Chicken,28.2,90.0,0.0,0.0,Rainy
2024-09-02 01:00:00,3,"1 x Bone in Angara Grilled Chicken | 1 x Bageecha Pizza, 1 x Cheesy Garlic Bread | 1 x Tripple Cheese Pizza | 1 x Cheesy Garlic Bread, 1 x Mushroom Mozzarella Melt, 1 x Angara Paneer Melt | 1 x Bageecha Pizza",28.0,89.0,0.0,5.5,Rainy
2024-09-02 02:00:00,2,"1 x Peri Peri Krispers, 1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tender | 2 x Herbed Potato, 1 x Margherita Pizza",28.3,88.0,0.0,5.5,Rainy
2024-09-02 12:00:00,1,1 x Bone in Jamaican Grilled Chicken,32.4,72.0,0.0,5.4,Rainy
2024-09-02 13:00:00,3,"1 x Bageecha Pizza, 1 x Jamaican Chicken Melt | 1 x Peri Peri Paneer Pizza, 1 x Bageecha Pizza | 1 x Bageecha Pizza, 1 x Herbed Potato, 1 x Peri Peri Grilled Chicken Pizza | 1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries",30.9,76.0,0.0,5.5,Rainy
2024-09-02 14:00:00,3,"1 x Chicken Pepperoni Pizza | 1 x Makhani Paneer Pizza | 1 x Bone in Kabuli Grilled Chicken, 1 x Animal Fries | 1 x Bone in Peri Peri Grilled Chicken, 1 x Peri Peri Fries",30.2,79.0,0.0,3.7,Other
2024-09-02 15:00:00,4,"1 x Bone in Jamaican Grilled Chicken | 1 x Fried Chicken Peri Peri Tender, 1 x Onion Bombs | 1 x Just Pepperoni Pizza | 1 x All About Chicken Pizza | 1 x Bone in Jamaican Grilled Chicken, 2 x Salted Fries | 1 x Animal Fries, 1 x Bone in Jamaican Grilled Chicken",30.0,84.0,0.0,0.0,Other
2024-09-02 16:00:00,4,"1 x Angara Paneer Melt | 1 x Chilli Cheese Garlic Bread | 1 x Peri Peri Paneer Pizza | 1 x Jamaican Chicken Melt | 1 x Tripple Cheese Pizza | 1 x Herbed Potato, 1 x Indian Masala Fries",29.2,83.0,0.0,3.7,Other
2024-09-02 17:00:00,4,"1 x Angara Rice, 1 x Grilled Chicken Peri Peri Tangdi | 1 x Bone in Jamaican Grilled Chicken | 1 x Margherita Pizza | 1 x Murgh Amritsari Garlic Bread, 1 x Mutton Seekh Pide | 1 x Jamaican Chicken Melt | 1 x Chilli Cheese Garlic Bread, 1 x Salted Fries | 1 x Bageecha Pizza, 1 x Chilli Cheese Garlic Bread, 1 x Herbed Potato | 1 x Chilli Cheese Garlic Bread",28.9,85.0,0.0,1.8,Other
2024-09-02 18:00:00,5,1 x Animal Fries | 1 x All About Chicken Pizza | 1 x Bone in Jamaican Grilled Chicken | 1 x All About Chicken Pizza | 1 x Bone in Jamaican Grilled Chicken,29.0,88.0,0.0,7.6,Other
2024-09-02 19:00:00,6,"1 x Animal Fries | 1 x Bone in Angara Grilled Chicken | 1 x Just Pepperoni Pizza | 1 x Peri Peri Paneer Melt, 1 x Bageecha Pizza | 1 x Bageecha Pizza | 1 x Chilli Cheese Garlic Bread, 1 x All About Chicken Pizza",28.3,87.0,0.0,1.8,Cloudy
2024-09-02 20:00:00,6,"1 x AAC Saucy Fries, 1 x Bone in Peri Peri Grilled Chicken | 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken | 1 x Grilled Chicken Jamaican Tender | 1 x Bone in Jamaican Grilled Chicken | 1 x Bone in Peri Peri Grilled Chicken, 1 x Grilled Chicken Jamaican Tangdi | 1 x Grilled Chicken Jamaican Tender, 1 x Salted Fries | 1 x Herbed Potato, 1 x Bageecha Pizza, 1 x Masala Paneer Pide | 1 x Murgh Amritsari Seekh Melt, 1 x Harisa Mayo | 1 x Chilli Cheese Garlic Bread, 1 x Bageecha Pizza, 1 x Tipsy Tiger Ginger Ale | 1 x Bageecha Pizza, 1 x Chilli Cheese Garlic Bread | 1 x Murgh Amritsari Garlic Bread, 1 x Chilli Cheese Garlic Bread | 1 x Herbed Potato, 1 x Cheesy Garlic Bread | 1 x Jamaican Chicken Melt | 1 x Mushroom Pizza, 1 x Bageecha Pizza | 1 x Murgh Amritsari Seekh Pide | 1 x Margherita Pizza, 1 x Herbed Potato",28.0,88.0,0.0,1.8,Cloudy
2024-09-02 21:00:00,5,"1 x Bone in Peri Peri Grilled Chicken | 1 x All About Chicken Pizza, 1 x Just Pepperoni Pide | 1 x Bageecha Pizza | 1 x OG Cheese Pide, 1 x Chilli Cheese Garlic Bread, 1 x Bageecha Pizza, 1 x Chicken Pepperoni Pizza, 1 x Indian Masala Fries | 1 x Bone in Jamaican Grilled Chicken | 1 x Margherita Pizza",28.8,90.0,0.0,0.0,Other
2024-09-02 22:00:00,5,"1 x Grilled Chicken Jamaican Tender | 1 x Animal Fries | 1 x Animal Fries, 1 x Fried Chicken Angara Tender, 1 x AAC Signature Krispers | 1 x Mushroom Mozzarella Melt | 1 x Chilli Cheese Garlic Bread | 1 x Cheesy Garlic Bread, 1 x Mushroom Mozzarella Melt | 1 x Grilled Tangdis, 1 x Murgh Amritsari Garlic Bread | 1 x Murgh Amritsari Garlic Bread, 1 x Fried Chicken Strips, 1 x Peri Peri Fries | 1 x Malai Gud Pide, 1 x All About Chicken Pizza",27.5,91.0,0.0,1.8,Rainy
2024-09-02 23:00:00,5,"1 x Animal Fries | 1 x Jamaican Chicken Melt | 1 x Indian Masala Fries, 1 x Spinach Sumac Pide, 1 x Just Pepperoni Pizza | 1 x Bageecha Pizza | 1 x Jamaican Chicken Melt, 1 x Just Pepperoni Pizza | 1 x Salted Fries",27.3,92.0,0.0,1.8,Rainy
2024-09-03 00:00:00,3,"1 x Fried Chicken Peri Peri Tender | 1 x Indian Masala Fries, 1 x Chilli Cheese Garlic Bread | 1 x Murgh Amritsari Seekh Pizza | 1 x Grilled Tangdis, 1 x Herbed Potato, 1 x Cafreal Sauce, 1 x Desi Chicken Pepperoni Pizza",28.4,90.0,0.0,5.4,Rainy
2024-09-03 01:00:00,3,"1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries | 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Kabuli Grilled Chicken | 1 x Indian Masala Fries, 1 x Bageecha Pizza, 1 x Chilli Cheese Garlic Bread, 1 x Just Pepperoni Pizza | 1 x Salted Fries, 1 x Jamaican Chicken Melt",27.5,91.0,0.0,3.7,Rainy
2024-09-03 02:00:00,2,"1 x Harisa Mayo, 1 x Grilled Tangdis, 1 x Mutton Seekh Pizza | 1 x Murgh Amritsari Garlic Bread | 1 x Murgh Amritsari Garlic Bread",27.9,89.0,0.0,5.5,Rainy
2024-09-03 11:00:00,2,1 x Grilled Chicken Angara Tender | 1 x Jamaican Chicken Melt,31.7,71.0,0.0,7.4,
2024-09-03 12:00:00,2,1 x Grilled Chicken Angara Tender | 1 x Tripple Cheese Pizza,34.6,60.0,0.0,0.0,
2024-09-03 13:00:00,5,"1 x Bone in Jamaican Grilled Chicken | 1 x Murgh Amritsari Garlic Bread | 1 x Bageecha Pizza, 1 x Chilli Cheese Garlic Bread | 1 x Peri Peri Fries | 1 x Bageecha Pizza",30.7,77.0,0.0,5.5,
2024-09-03 14:00:00,2,1 x All About Chicken Pizza | 1 x Spinach Sumac Pide,30.0,80.0,0.0,5.5,
2024-09-03 15:00:00,4,"1 x AAC Special Slaw, 1 x Angara Rice | 1 x Bone in Jamaican Grilled Chicken | 1 x OG Cheese Pide, 1 x Chilli Cheese Garlic Bread | 1 x Bone in Kabuli Grilled Chicken | 1 x Mutton Seekh Pide, 1 x Just Pepperoni Pide",31.4,76.0,0.0,3.6,
2024-09-03 16:00:00,5,"1 x Bone in Jamaican Grilled Chicken | 1 x Bone in Peri Peri Grilled Chicken | 1 x Bone in Jamaican Grilled Chicken | 1 x Chilli Cheese Garlic Bread, 1 x Herbed Potato | 1 x Bone in Jamaican Grilled Chicken | 1 x Jamaican Chicken Melt",29.1,84.0,0.0,3.7,
2024-09-03 17:00:00,2,1 x Masala Potato Pide | 1 x Bone in Kabuli Grilled Chicken | 1 x Bone in Kabuli Grilled Chicken,28.8,85.0,0.0,3.7,
2024-09-03 18:00:00,4,"1 x Bageecha Pizza | 1 x Chilli Cheese Garlic Bread | 1 x Bageecha Pizza | 1 x Herbed Potato | 1 x Bacon Pepperoni Melt, 1 x Chilli Cheese Garlic Bread | 1 x Makhani Paneer Pizza, 1 x Indian Pico De-Gallo, 1 x Cheesy Garlic Bread | 1 x Bageecha Pizza, 1 x Makhani Paneer Pizza | 1 x Peri Peri Fries, 1 x Herbed Potato | 1 x Bellpepper Onion Pizza, 1 x Chilli Cheese Garlic Bread | 1 x Salted Fries, 1 x Garlic Aioli",28.0,85.0,0.0,0.0,
2024-09-03 19:00:00,6,"1 x Bone in Smoky Bbq Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken, 1 x Salted Fries | 1 x Grilled Chicken Jamaican Tender, 1 x Grilled Chicken Angara Tender, 1 x Grilled Chicken Ghostbuster Tangdi, 1 x Bone in Peri Peri Grilled Chicken | 1 x Grilled Chicken Smoky BBQ Tangdi | 1 x Salted Fries, 1 x Fried Chicken Strips | 1 x Murgh Amritsari Garlic Bread | 1 x Tripple Cheese Pizza, 1 x Bageecha Pizza | 1 x Bageecha Pizza, 1 x Cheesy Garlic Bread | 1 x Cheesy Garlic Bread, 1 x Murgh Amritsari Seekh Pide",28.3,87.0,0.0,3.7,
2024-09-03 20:00:00,7,"1 x Bone in Peri Peri Grilled Chicken | 1 x Fried Chicken Peri Peri Tender | 1 x Bone in Peri Peri Grilled Chicken, 1 x Angara Aloo Tuk Tuki, 1 x Onion Bombs | 1 x Angara Paneer Melt | 1 x Bageecha Pizza | 1 x Bageecha Pizza | 1 x Cheesy Garlic Bread, 1 x Bacon Pepperoni Melt, 2 x Just Pepperoni Pizza | 1 x Murgh Amritsari Garlic Bread | 1 x Chilli Cheese Garlic Bread | 1 x All About Chicken Pizza | 1 x Bageecha Pizza | 1 x Makhani Paneer Pizza | 1 x Chilli Cheese Garlic Bread, 1 x Makhani Paneer Pizza, 1 x Jamaican Chicken Melt | 1 x Bageecha Pizza, 1 x Cheesy Garlic Bread, 1 x All About Chicken Pizza, 1 x Mutton Seekh Pide | 1 x Murgh Amritsari Seekh Pizza | 1 x Bageecha Pizza",27.9,89.0,0.0,3.7,
2024-09-03 21:00:00,6,"1 x Animal Fries | 1 x Grilled Chicken Angara Tangdi | 1 x Bone in Jamaican Grilled Chicken | 1 x Masala Paneer Pide | 1 x Bageecha Pizza | 1 x Harisa Mayo, 1 x Garlic Aioli, 1 x Fried Chicken Strips, 1 x Just Pepperoni Pizza | 1 x Cheesy Garlic Bread | 1 x Mushroom Pizza | 1 x Makhani Paneer Pizza | 1 x Margherita Pizza, 1 x Bageecha Pizza, 1 x Peri Peri Fries | 1 x Murgh Amritsari Seekh Pide, 1 x Indian Masala Fries | 1 x Murgh Amritsari Seekh Melt, 1 x All About Chicken Pizza, 1 x Chicken Pepperoni Pizza | 1 x Angara Paneer Melt | 1 x Murgh Amritsari Garlic Bread, 1 x Mushroom Pizza | 1 x Jamaican Chicken Melt, 1 x Peri Peri Grilled Chicken Pizza | 1 x Masala Paneer Pide, 1 x Bellpepper Onion Pizza | 1 x Bageecha Pizza",27.6,95.0,0.0,0.0,Cloudy
2024-09-03 22:00:00,5,"1 x Bageecha Pizza, 1 x Indian Masala Fries, 1 x Peri Peri Fries, 1 x All About Chicken Pizza | 2 x Jamaican Chicken Melt | 1 x Fried Chicken Strips, 1 x Indian Pico De-Gallo | 1 x Murgh Amritsari Seekh Pizza | 1 x Just Pepperoni Pizza, 1 x Indian Masala Fries | 1 x Bageecha Pizza, 1 x Cheesy Garlic Bread | 1 x Fried Chicken Classic Tenders + AAC Signature Fries",27.4,96.0,0.0,0.0,Cloudy
2024-09-03 23:00:00,4,"1 x Chilli Cheese Garlic Bread | 1 x Pepperoni Garlic Bread, 1 x Murgh Amritsari Seekh Pizza | 1 x Pepperoni Garlic Bread | 1 x Peri Peri Chicken Melt, 1 x Murgh Amritsari Garlic Bread | 2 x Chilli Cheese Garlic Bread",27.2,97.0,0.0,0.0,Cloudy
2024-09-04 00:00:00,2,1 x Margherita Pizza | 1 x Jamaican Chicken Melt,27.2,95.0,0.0,0.0,Cloudy
2024-09-04 01:00:00,3,"1 x Fried Chicken Angara Tender, 1 x Bone in Smoky Bbq Grilled Chicken | 1 x Grilled Chicken Jamaican Tender | 1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Angara Tender | 1 x Grilled Chicken Smoky BBQ Tender | 1 x Peri Peri Paneer Pizza, 1 x Bageecha Pizza, 1 x Chilli Cheese Garlic Bread | 1 x Peri Peri Fries, 1 x Iced Green Tea - Mojito",27.5,95.0,0.0,1.8,Cloudy
2024-09-04 02:00:00,2,"1 x Murgh Amritsari Seekh Pide, 1 x Malai Gud Pide | 1 x Cheesy Garlic Bread",27.9,93.0,0.0,1.8,Cloudy
2024-09-04 03:00:00,2,1 x Bone in Smoky Bbq Grilled Chicken | 1 x Fried Chicken Strips,28.2,85.0,0.0,0.0,Cloudy
2024-09-04 11:00:00,6,"1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Angara Grilled Chicken | 1 x Bone in Angara Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken | 2 x Bone in Smoky Bbq Grilled Chicken | 1 x Angara Paneer Melt, 1 x Tripple Cheese Pizza | 1 x Fried Chicken Angara Tender, 1 x Grilled Chicken Smoky BBQ Tender | 1 x Masala Omelette Pide | 1 x Bone in Peri Peri Grilled Chicken, 1 x Animal Fries | 1 x Fried Chicken Angara Tender, 2 x Peri Peri Fries, 1 x Animal Fries",26.2,94.0,0.0,5.5,Other
2024-09-04 12:00:00,6,"1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken | 2 x Bone in Smoky Bbq Grilled Chicken | 1 x Fried Chicken Angara Tender | 2 x Bone in Jamaican Grilled Chicken, 2 x Grilled Chicken Angara Tender, 2 x Grilled Chicken Jamaican Tender | 1 x Fried Chicken Peri Peri Tender, 1 x Fried Chicken Classic Tender | 1 x Fried Chicken Angara Tender, 1 x Bone in Kabuli Grilled Chicken | 1 x Bone in Smoky Bbq Grilled Chicken | 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken | 1 x Bageecha Pizza, 1 x Cheesy Garlic Bread | 1 x Margherita Pizza | 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken | 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Angara Grilled Chicken | 1 x Margherita Pizza",25.8,98.0,0.0,0.0,Cloudy
2024-09-04 13:00:00,4,"1 x Fried Chicken Angara Tender, 1 x Fried Chicken Ghostbuster Tender | 1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken | 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken | 1 x Grilled Chicken Angara Tender, 1 x Angara Aloo Tuk Tuki, 1 x Grilled Chicken Jamaican Tender, 1 x Salted Krispers | 1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken | 1 x Chilli Cheese Garlic Bread | 1 x Murgh Amritsari Garlic Bread",27.0,92.0,0.0,5.5,Cloudy
2024-09-04 14:00:00,4,"1 x Animal Fries, 1 x Grilled Chicken Jamaican Tender | 2 x Bone in Jamaican Grilled Chicken | 1 x Fried Chicken Angara Tender, 1 x Animal Fries | 1 x All About Chicken Pizza | 1 x Murgh Amritsari Garlic Bread",27.0,93.0,0.0,3.7,Cloudy
2024-09-04 15:00:00,3,"2 x Bone in Jamaican Grilled Chicken | 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken | 1 x Animal Fries, 1 x Bone in Smoky Bbq Grilled Chicken | 1 x Bone in Jamaican Grilled Chicken, 1 x Fried Chicken Ghostbuster Tender | 1 x Bageecha Pizza, 1 x Margherita Pizza",26.0,96.0,0.0,3.6,Cloudy
2024-09-04 16:00:00,4,"1 x Cafreal dip, 1 x Indian Pico De-Gallo, 1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Angara Grilled Chicken | 1 x Fried Chicken Angara Tender, 1 x Fried Chicken Peri Peri Tender | 1 x Garlic Aioli, 1 x AAC Signature Fries, 2 x Grilled Chicken Peri Peri Tangdi | 1 x Bageecha Pizza, 1 x Mushroom Pizza | 1 x Bageecha Pizza, 1 x Tripple Cheese Pizza",26.0,97.0,0.0,3.7,Cloudy
2024-09-04 17:00:00,3,"1 x Bone in Jamaican Grilled Chicken, 1 x Fried Chicken Ghostbuster Tender, 1 x Grilled Chicken Jamaican Tender, 1 x Animal Fries, 1 x Grilled Chicken Smoky BBQ Tangdi, 1 x Bone in Kabuli Grilled Chicken, 1 x Grilled Chicken Angara Tender, 1 x Fried Chicken Peri Peri Tender | 1 x Bone in Angara Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken | 2 x Bone in Smoky Bbq Grilled Chicken | 1 x Bone in Jamaican Grilled Chicken | 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Angara Grilled Chicken | 1 x Animal Fries, 1 x Fried Chicken Peri Peri Tender",26.0,98.0,0.0,1.8,Cloudy
2024-09-04 18:00:00,5,"2 x Bone in Jamaican Grilled Chicken | 1 x Bone in Smoky Bbq Grilled Chicken, 1 x Animal Fries | 2 x Grilled Chicken Peri Peri Tender, 2 x Salted Krispers | 1 x Grilled Chicken Peri Peri Tangdi, 1 x Grilled Chicken Smoky BBQ Tender | 1 x AAC Saucy Fries, 1 x Angara Grilled Paneer (8 pcs) | 1 x Fried Chicken Classic Tender, 1 x Bone in Jamaican Grilled Chicken | 1 x Animal Fries, 2 x Harisa Mayo, 1 x Bone in Jamaican Grilled Chicken | 1 x Bone in Angara Grilled Chicken, 1 x Fried Chicken Classic Tender | 1 x Grilled Chicken Smoky BBQ Tender, 1 x Grilled Chicken Jamaican Tender, 1 x Salted Fries, 1 x AAC Special Slaw | 1 x Bone in Angara Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken | 1 x Murgh Amritsari Garlic Bread | 1 x Makhani Paneer Pizza | 2 x Bone in Jamaican Grilled Chicken",25.4,98.0,0.0,0.0,Cloudy
