"subtotal","packaging_charges","promo_discount","restro_discount","total","rest_lat","rest_lon","Distance_km","temperature","humidity","precipitation","wind_speed","weather_condition","upto","flat_%","flat_rs","buy_1_get_1","buy_7_get_3","hour","month","day_of_month","timestamp"
629.0,31.45,0.0,0.0,660.45,28.5734,77.2581,6.0,27.1,94.0,0.0,1.8,"Rainy",0.0,0.0,0.0,0,0,19,9,5,"2024-09-05 19:00:00"
585.0,24.25,100.0,0.0,509.25,28.5734,77.2581,7.0,26.4,95.0,0.0,3.7,"Cloudy",100.0,0.0,0.0,0,0,2,9,5,"2024-09-05 02:00:00"
1230.0,32.25,0.0,585.0,677.25,28.5734,77.2581,10.0,26.4,95.0,0.0,3.7,"Cloudy",0.0,0.0,0.0,0,0,2,9,5,"2024-09-05 02:00:00"
815.0,22.25,0.0,370.0,467.25,28.5734,77.2581,10.0,26.1,97.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,1,9,5,"2024-09-05 01:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,4.0,26.1,97.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,1,9,5,"2024-09-05 01:00:00"
840.0,21.0,0.0,420.0,441.0,28.5734,77.2581,8.0,26.1,97.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,1,9,5,"2024-09-05 01:00:00"
1170.0,29.25,0.0,585.0,614.25,28.5734,77.2581,9.0,26.1,97.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,0,9,5,"2024-09-05 00:00:00"
494.0,16.25,0.0,169.0,341.25,28.5734,77.2581,10.0,26.1,97.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,0,9,5,"2024-09-05 00:00:00"
905.0,26.0,0.0,385.0,546.0,28.5734,77.2581,10.0,26.1,97.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,0,9,5,"2024-09-05 00:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,1.0,26.1,97.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,0,9,5,"2024-09-05 00:00:00"
635.0,16.25,0.0,310.0,341.25,28.5734,77.2581,2.0,26.1,97.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,0,9,5,"2024-09-05 00:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,3.0,25.0,100.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,23,9,4,"2024-09-04 23:00:00"
600.0,16.25,0.0,275.0,341.25,28.5734,77.2581,1.0,25.0,100.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,23,9,4,"2024-09-04 23:00:00"
745.0,21.75,0.0,310.0,456.75,28.5734,77.2581,1.0,25.0,100.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,23,9,4,"2024-09-04 23:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,2.0,25.7,99.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,22,9,4,"2024-09-04 22:00:00"
1290.0,32.25,0.0,645.0,677.25,28.5734,77.2581,2.0,25.7,99.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,22,9,4,"2024-09-04 22:00:00"
1170.0,29.25,0.0,585.0,614.25,28.5734,77.2581,1.0,25.7,99.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,22,9,4,"2024-09-04 22:00:00"
1170.0,29.25,0.0,585.0,614.25,28.5734,77.2581,3.0,25.7,99.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,22,9,4,"2024-09-04 22:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,1.0,25.6,100.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,21,9,4,"2024-09-04 21:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,6.0,25.6,100.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,21,9,4,"2024-09-04 21:00:00"
635.0,16.25,0.0,310.0,341.25,28.5734,77.2581,4.0,25.6,100.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,21,9,4,"2024-09-04 21:00:00"
895.0,23.0,0.0,435.0,483.0,28.5734,77.2581,2.0,25.6,100.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,21,9,4,"2024-09-04 21:00:00"
635.0,16.25,0.0,310.0,341.25,28.5734,77.2581,1.0,25.6,100.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,21,9,4,"2024-09-04 21:00:00"
1445.0,36.5,0.0,715.0,766.5,28.5734,77.2581,4.0,25.6,100.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,21,9,4,"2024-09-04 21:00:00"
730.0,21.0,0.0,310.0,441.0,28.5734,77.2581,3.0,25.2,98.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,20,9,4,"2024-09-04 20:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,3.0,25.2,98.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,20,9,4,"2024-09-04 20:00:00"
1170.0,29.25,0.0,585.0,614.25,28.5734,77.2581,1.0,25.2,98.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,20,9,4,"2024-09-04 20:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,7.0,25.2,98.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,20,9,4,"2024-09-04 20:00:00"
810.0,20.25,0.0,405.0,425.25,28.5734,77.2581,1.0,25.2,98.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,20,9,4,"2024-09-04 20:00:00"
960.0,24.0,0.0,480.0,504.0,28.5734,77.2581,3.0,25.7,100.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,19,9,4,"2024-09-04 19:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,7.0,25.7,100.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,19,9,4,"2024-09-04 19:00:00"
1498.0,42.65,0.0,645.0,895.65,28.5734,77.2581,2.0,25.7,100.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,19,9,4,"2024-09-04 19:00:00"
2310.0,57.75,0.0,1155.0,1212.75,28.5734,77.2581,7.0,25.8,99.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,18,9,4,"2024-09-04 18:00:00"
665.0,17.75,0.0,310.0,372.75,28.5734,77.2581,8.0,25.8,99.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,18,9,4,"2024-09-04 18:00:00"
978.0,24.45,0.0,489.0,513.45,28.5734,77.2581,1.0,25.8,99.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,18,9,4,"2024-09-04 18:00:00"
740.0,18.5,0.0,370.0,388.5,28.5734,77.2581,2.0,26.0,98.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,16,9,4,"2024-09-04 16:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,2.0,26.0,97.0,0.0,3.7,"Cloudy",0.0,0.0,0.0,0,0,15,9,4,"2024-09-04 15:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,4.0,26.0,97.0,0.0,3.7,"Cloudy",0.0,0.0,0.0,0,0,15,9,4,"2024-09-04 15:00:00"
665.0,17.75,0.0,310.0,372.75,28.5734,77.2581,7.0,26.0,97.0,0.0,3.7,"Cloudy",0.0,0.0,0.0,0,0,15,9,4,"2024-09-04 15:00:00"
790.0,21.75,0.0,355.0,456.75,28.5734,77.2581,7.0,26.0,96.0,0.0,3.6,"Cloudy",0.0,0.0,0.0,0,0,14,9,4,"2024-09-04 14:00:00"
650.0,16.25,0.0,325.0,341.25,28.5734,77.2581,0.9,27.0,93.0,0.0,3.7,"Cloudy",0.0,0.0,0.0,0,0,13,9,4,"2024-09-04 13:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,1.0,27.0,92.0,0.0,5.5,"Cloudy",0.0,0.0,0.0,0,0,12,9,4,"2024-09-04 12:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,4.0,27.0,92.0,0.0,5.5,"Cloudy",0.0,0.0,0.0,0,0,12,9,4,"2024-09-04 12:00:00"
325.0,11.25,100.0,0.0,236.25,28.5734,77.2581,1.0,27.0,92.0,0.0,5.5,"Cloudy",100.0,0.0,0.0,0,0,12,9,4,"2024-09-04 12:00:00"
3020.0,75.5,0.0,1510.0,1585.5,28.5734,77.2581,1.0,27.0,92.0,0.0,5.5,"Cloudy",0.0,0.0,0.0,0,0,12,9,4,"2024-09-04 12:00:00"
650.0,16.25,0.0,325.0,341.25,28.5734,77.2581,7.0,27.0,92.0,0.0,5.5,"Cloudy",0.0,0.0,0.0,0,0,12,9,4,"2024-09-04 12:00:00"
1170.0,29.25,0.0,585.0,614.25,28.5734,77.2581,6.0,25.8,98.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,11,9,4,"2024-09-04 11:00:00"
620.0,15.5,0.0,310.0,325.5,28.5734,77.2581,9.0,25.8,98.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,11,9,4,"2024-09-04 11:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,8.0,28.2,85.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,3,9,4,"2024-09-04 03:00:00"
970.0,39.75,175.0,0.0,834.75,28.5734,77.2581,7.0,27.5,95.0,0.0,1.8,"Cloudy",0.0,0.0,175.0,0,0,1,9,4,"2024-09-04 01:00:00"
435.0,17.75,80.0,0.0,372.75,28.5734,77.2581,3.0,27.5,95.0,0.0,1.8,"Cloudy",80.0,0.0,0.0,0,0,1,9,4,"2024-09-04 01:00:00"
620.0,26.0,100.0,0.0,546.0,28.5734,77.2581,2.0,27.5,95.0,0.0,1.8,"Cloudy",100.0,0.0,0.0,0,0,1,9,4,"2024-09-04 01:00:00"
435.0,17.75,80.0,0.0,372.75,28.5734,77.2581,6.0,26.0,96.0,0.0,0.0,"Cloudy",0.0,0.0,80.0,0,0,23,9,10,"2024-09-10 23:00:00"
730.0,36.5,0.0,0.0,766.5,28.5734,77.2581,3.0,26.0,96.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,23,9,10,"2024-09-10 23:00:00"
310.0,10.5,100.0,0.0,220.5,28.5734,77.2581,2.0,26.1,97.0,0.0,1.8,"Cloudy",100.0,0.0,0.0,0,0,21,9,10,"2024-09-10 21:00:00"
694.0,29.7,100.0,0.0,623.7,28.5734,77.2581,0.9,26.1,97.0,0.0,1.8,"Cloudy",100.0,0.0,0.0,0,0,21,9,10,"2024-09-10 21:00:00"
435.0,21.75,0.0,0.0,456.75,28.5734,77.2581,1.0,26.4,95.0,0.0,1.8,"Cloudy",0.0,0.0,0.0,0,0,19,9,10,"2024-09-10 19:00:00"
415.0,15.75,100.0,0.0,330.75,28.5734,77.2581,7.0,26.4,95.0,0.0,1.8,"Cloudy",100.0,0.0,0.0,0,0,19,9,10,"2024-09-10 19:00:00"
420.0,17.0,80.0,0.0,357.0,28.5734,77.2581,0.9,26.4,95.0,0.0,1.8,"Cloudy",80.0,0.0,0.0,0,0,19,9,10,"2024-09-10 19:00:00"
789.0,34.45,100.0,0.0,723.45,28.5734,77.2581,5.0,26.4,95.0,0.0,1.8,"Cloudy",100.0,0.0,0.0,0,0,19,9,10,"2024-09-10 19:00:00"
1159.0,52.95,100.0,0.0,1111.95,28.5734,77.2581,2.0,26.1,95.0,0.0,0.0,"Cloudy",0.0,0.0,744.0,0,0,15,9,10,"2024-09-10 15:00:00"
275.0,8.75,100.0,0.0,183.75,28.5734,77.2581,4.0,25.8,96.0,0.0,0.0,"Rainy",100.0,0.0,0.0,0,0,14,9,10,"2024-09-10 14:00:00"
310.0,10.5,100.0,0.0,220.5,28.5734,77.2581,5.0,25.8,96.0,0.0,0.0,"Rainy",100.0,0.0,0.0,0,0,14,9,10,"2024-09-10 14:00:00"
355.0,12.75,100.0,0.0,267.75,28.5734,77.2581,2.0,25.8,96.0,0.0,0.0,"Rainy",100.0,0.0,0.0,0,0,14,9,10,"2024-09-10 14:00:00"
325.0,11.25,100.0,0.0,236.25,28.5734,77.2581,7.0,25.8,96.0,0.0,0.0,"Rainy",100.0,0.0,0.0,0,0,14,9,10,"2024-09-10 14:00:00"
415.0,15.75,100.0,0.0,330.75,28.5734,77.2581,2.0,30.0,81.0,0.0,3.7,"Rainy",100.0,0.0,0.0,0,0,13,9,10,"2024-09-10 13:00:00"
420.0,16.0,100.0,0.0,336.0,28.5734,77.2581,3.0,30.0,81.0,0.0,3.7,"Rainy",100.0,0.0,0.0,0,0,13,9,10,"2024-09-10 13:00:00"
420.0,16.0,100.0,0.0,336.0,28.5734,77.2581,2.0,25.8,100.0,0.0,5.4,"Rainy",100.0,0.0,0.0,0,0,12,9,10,"2024-09-10 12:00:00"
325.0,12.25,80.0,0.0,257.25,28.5734,77.2581,1.0,32.8,71.0,1.0,1.8,"Rainy",80.0,0.0,0.0,0,0,11,9,10,"2024-09-10 11:00:00"
514.0,20.7,100.0,0.0,434.7,28.5734,77.2581,1.0,29.5,84.0,0.0,3.7,"Cloudy",100.0,0.0,0.0,0,0,3,9,10,"2024-09-10 03:00:00"
585.0,24.25,100.0,0.0,509.25,28.5734,77.2581,2.0,29.5,84.0,0.0,3.7,"Cloudy",100.0,0.0,0.0,0,0,3,9,10,"2024-09-10 03:00:00"
435.0,17.75,80.0,0.0,372.75,28.5734,77.2581,1.0,28.0,92.0,0.6,1.8,"Cloudy",0.0,0.0,80.0,0,0,1,9,10,"2024-09-10 01:00:00"
435.0,17.75,80.0,0.0,372.75,28.5734,77.2581,6.0,26.6,96.0,3.1,0.0,"Cloudy",0.0,0.0,80.0,0,0,0,9,10,"2024-09-10 00:00:00"
1204.0,51.45,175.0,0.0,1080.45,28.5734,77.2581,7.0,27.4,94.0,2.3,0.0,"Cloudy",0.0,0.0,175.0,0,0,22,9,9,"2024-09-09 22:00:00"
896.0,36.05,175.0,0.0,757.05,28.5734,77.2581,6.0,27.0,96.0,0.0,0.0,"Cloudy",0.0,0.0,175.0,0,0,21,9,9,"2024-09-09 21:00:00"
620.0,31.0,0.0,0.0,651.0,28.5734,77.2581,1.0,27.0,96.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,20,9,9,"2024-09-09 20:00:00"
355.0,12.75,100.0,0.0,267.75,28.5734,77.2581,5.0,27.0,96.0,0.0,0.0,"Cloudy",100.0,0.0,0.0,0,0,20,9,9,"2024-09-09 20:00:00"
843.0,42.15,0.0,0.0,885.15,28.5734,77.2581,1.0,27.0,96.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,20,9,9,"2024-09-09 20:00:00"
585.0,24.25,100.0,0.0,509.25,28.5734,77.2581,4.0,28.3,90.0,0.0,1.8,"Rainy",100.0,0.0,0.0,0,0,18,9,9,"2024-09-09 18:00:00"
325.0,11.25,100.0,0.0,236.25,28.5734,77.2581,0.9,28.3,90.0,0.0,1.8,"Rainy",100.0,0.0,0.0,0,0,18,9,9,"2024-09-09 18:00:00"
310.0,10.5,100.0,0.0,220.5,28.5734,77.2581,3.0,28.3,90.0,0.0,1.8,"Rainy",100.0,0.0,0.0,0,0,18,9,9,"2024-09-09 18:00:00"
355.0,12.75,100.0,0.0,267.75,28.5734,77.2581,2.0,28.8,86.0,0.0,1.8,"Rainy",100.0,0.0,0.0,0,0,17,9,9,"2024-09-09 17:00:00"
1060.0,53.0,0.0,0.0,1113.0,28.5734,77.2581,2.0,29.2,82.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,15,9,9,"2024-09-09 15:00:00"
1170.0,58.5,0.0,0.0,1228.5,28.5734,77.2581,1.0,29.2,82.0,0.0,0.0,"Cloudy",0.0,0.0,0.0,0,0,15,9,9,"2024-09-09 15:00:00"
420.0,17.0,80.0,0.0,357.0,28.5734,77.2581,2.0,31.0,75.0,0.0,0.0,"Cloudy",80.0,0.0,0.0,0,0,12,9,9,"2024-09-09 12:00:00"
435.0,16.75,100.0,0.0,351.75,28.5734,77.2581,6.0,29.5,86.0,0.0,1.8,"Foggy",100.0,0.0,0.0,0,0,3,9,9,"2024-09-09 03:00:00"
620.0,26.0,100.0,0.0,546.0,28.5734,77.2581,1.0,27.6,93.0,0.0,5.5,"Foggy",100.0,0.0,0.0,0,0,2,9,9,"2024-09-09 02:00:00"
259.0,12.95,0.0,0.0,271.95,28.5734,77.2581,2.0,26.8,98.0,0.0,0.0,"Foggy",0.0,0.0,0.0,0,0,0,9,9,"2024-09-09 00:00:00"
823.0,41.15,0.0,0.0,864.15,28.5734,77.2581,6.0,26.7,98.0,0.0,3.7,"Foggy",0.0,0.0,0.0,0,0,23,9,8,"2024-09-08 23:00:00"
1325.0,57.5,175.0,0.0,1207.5,28.5734,77.2581,7.0,26.9,98.0,0.0,5.5,"Foggy",0.0,0.0,175.0,0,0,21,9,8,"2024-09-08 21:00:00"
990.0,44.5,100.0,0.0,934.5,28.5734,77.2581,5.0,27.0,98.0,0.0,5.4,"Cloudy",100.0,0.0,0.0,0,0,20,9,8,"2024-09-08 20:00:00"
705.0,31.25,80.0,0.0,656.25,28.5734,77.2581,6.0,27.0,98.0,0.0,5.4,"Cloudy",80.0,0.0,0.0,0,0,20,9,8,"2024-09-08 20:00:00"
325.0,12.25,80.0,0.0,257.25,28.5734,77.2581,9.0,27.3,97.0,0.0,0.0,"Cloudy",80.0,0.0,0.0,0,0,19,9,8,"2024-09-08 19:00:00"
830.0,32.75,175.0,0.0,687.75,28.5734,77.2581,2.0,27.3,97.0,0.0,0.0,"Cloudy",0.0,0.0,175.0,0,0,19,9,8,"2024-09-08 19:00:00"
1170.0,49.75,175.0,0.0,1044.75,28.5734,77.2581,2.0,27.3,97.0,0.0,0.0,"Cloudy",0.0,0.0,175.0,0,0,19,9,8,"2024-09-08 19:00:00"
189.0,9.45,0.0,0.0,198.45,28.5734,77.2581,2.0,28.0,94.0,0.0,0.0,"Foggy",0.0,0.0,0.0,0,0,16,9,8,"2024-09-08 16:00:00"
310.0,11.5,80.0,0.0,241.5,28.5734,77.2581,0.9,28.2,94.0,0.0,0.0,"Cloudy",80.0,0.0,0.0,0,0,15,9,8,"2024-09-08 15:00:00"
809.0,36.45,80.0,0.0,765.45,28.5734,77.2581,1.0,28.2,94.0,0.0,0.0,"Cloudy",80.0,0.0,0.0,0,0,14,9,8,"2024-09-08 14:00:00"
1205.0,51.5,175.0,0.0,1081.5,28.5734,77.2581,2.0,29.0,91.0,0.6,5.4,"Cloudy",0.0,0.0,175.0,0,0,12,9,8,"2024-09-08 12:00:00"
